Date,Balance,Inflow,Outflow,Netflow,Netflow_Calculated,daily_decay_rate,decay_rate_ma30,decay_rate_ma90,balance_ma30,balance_ma90,day_of_week,day_name,month,month_name,year,balance_pct_of_max,balance_pct_of_min,distance_from_min,distance_from_max,balance_volatility_30d,balance_volatility_90d,balance_ma30_ratio,balance_ma90_ratio,balance_change_7d,balance_pct_change_7d,decay_volatility_30d,decay_acceleration,decay_spike_flag,Predicted_Decay,Stress_P90,Stress_P95,Stress_P85,inflow_outflow_ratio,net_flow,net_flow_pct_balance,outflow_volatility_30d,inflow_consistency,quarter,days_since_start,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023
2018-09-14,12551.059089750675,82.84155985700248,162.6764097077684,-79.83484985076593,-79.83484985076593,0.0129611699335087,0.0194666975243576,0.0200711976166576,12821.137759408606,12921.945528716267,4,Friday,9,September,2018,0.5517687178722194,1.3196388274331543,3040.078639013336,10195.897530318705,177.64392734356454,179.09070575983145,0.9789348905903661,0.9712979413091182,-231.8566659090775,-0.018138010946870287,0.005032587267778161,-0.008244543028284401,0,0.0156268226911382,0,0,0,0.5092413829750663,-79.83484985076593,-0.006360805831593917,64.6793696648149,1.5333688324869348,3,622,0,1,0,0,0,0,0
2018-09-15,12471.224239899911,60.28704409232555,128.17871712669572,-67.89167303437017,-67.89167303437017,0.0102779578540979,0.0191049736002211,0.019966876051437,12801.239447428405,12913.550270535276,5,Saturday,9,September,2018,0.5482590241938867,1.31124486108402,2960.2437891625723,10275.73238016947,182.38818616182292,182.31999086342935,0.9742200582307842,0.965747139913598,-220.9048673972884,-0.017404870808498285,0.005292229887973936,-0.0026832120794108,0,0.0142473471995747,0,0,0,0.47033583611806645,-67.89167303437017,-0.00544386595320453,68.13489217274679,1.4590652336937187,3,623,0,1,0,0,0,0,0
2018-09-16,12403.332566865542,71.27908874153466,154.4692705319931,-83.19018179045842,-83.19018179045842,0.0124538521965173,0.0190667705975241,0.019887580258212,12779.492963725072,12904.65657581406,6,Sunday,9,September,2018,0.5452743755585405,1.3041066198284503,2892.3521161282024,10343.62405320384,189.74362994075898,187.45456969445524,0.9705653113212495,0.9611516969860243,-276.4552686568659,-0.021802830792040262,0.0053372842132176634,0.0021758943424193995,0,0.0209977963872039,0,0,0,0.4614451048810489,-83.19018179045842,-0.006707083063522298,69.04337788021127,1.4572774509161828,3,624,0,1,0,0,0,0,0
2018-09-17,12320.142385075082,290.7720380652625,257.47519954471534,33.29683852054717,33.29683852054717,0.0208987194706959,0.0193467132766034,0.0198977121580712,12758.405887107543,12895.34439416158,0,Monday,9,September,2018,0.5416171750292591,1.2953598684055714,2809.1619343377424,10426.8142349943,204.41000840208702,195.36593783036898,0.9656490390797702,0.95539459889517,-275.88406673310783,-0.021902468035346456,0.0051994687083245115,0.008444867274178598,0,0.0209614882569964,0,0,0,1.129320565939651,33.29683852054717,0.002702634229364408,67.31336818493942,1.5305282551837271,3,625,0,1,0,0,0,0,0
2018-09-18,12353.43922359563,393.2902895023339,250.07247540707073,143.21781409526324,143.21781409526324,0.020243146129656,0.0192850945634769,0.0199016162103737,12741.60368215436,12887.001741943408,1,Tuesday,9,September,2018,0.5430809681457048,1.2988607523252693,2842.45877285829,10393.517396473751,216.3512439806098,202.25366841022412,0.9695356669190405,0.9585968459512821,-153.33725004972257,-0.012260333457852934,0.005176719980994214,-0.0006555733410398973,0,0.0207188851784674,0,0,0,1.5727052282028706,143.21781409526318,0.011593355623728707,66.95492222878875,1.6575113118076832,3,626,0,1,0,0,0,0,0
2018-09-19,12496.657037690891,253.24120628103455,253.41817895724915,-0.1769726762145751,-0.1769726762145751,0.0202788776384692,0.0192440198518203,0.0199126057522607,12739.022031435608,12880.786077401835,2,Wednesday,9,September,2018,0.5493770989418968,1.3139189069326798,2985.676586953552,10250.29958237849,218.86632569924876,205.56831345391748,0.9809745996869585,0.9701781368464101,-76.16437873881478,-0.0060578589495661195,0.005163319799448088,3.573150881319709e-05,0,0.0206005007321423,0,0,0,0.9993016575332409,-0.17697267621460355,-1.4161601433154497e-05,66.81164442515751,1.78128947326799,3,627,0,1,0,0,0,0,0
2018-09-20,12496.48006501468,284.0326201006428,245.42804879057945,38.60457131006339,38.60457131006339,0.0196397743615566,0.019502182180684,0.0199912465082501,12725.285687889906,12874.304637206402,3,Thursday,9,September,2018,0.5493693188823853,1.3139002997368048,2985.4996142773416,10250.4765550547,220.78160055013618,208.39923339990187,0.9820196081654207,0.9706528171548918,-50.53411914326716,-0.004027581255712009,0.004973321795138931,-0.000639103276912599,0,0.0206975636993036,0,0,0,1.1572948629967073,38.60457131006336,0.0030892356174873,64.52345710583633,1.8624940876973761,3,628,0,1,0,0,0,0,0
2018-09-21,12535.084636324742,102.38978344348524,170.3113587887463,-67.92157534526106,-67.92157534526106,0.0135867737418549,0.0192733025874746,0.0200061578077199,12714.78592376988,12869.314932528368,4,Friday,9,September,2018,0.5510664501494315,1.3179592473405788,3024.1041855874028,10211.871983744639,222.12818731502995,211.09806800834212,0.9858667469100528,0.9740288975787803,-15.974453425933461,-0.0012727574072994852,0.005084798439284508,-0.006053000619701699,0,0.0153731732136545,0,0,0,0.6011917477006875,-67.92157534526106,-0.005418517490375359,66.00616684597772,1.7872742451074901,3,629,0,1,0,0,0,0,0
2018-09-22,12467.16306097948,67.56926259743067,151.72410390120874,-84.15484130377807,-84.15484130377807,0.0121698980882093,0.0189871008133778,0.0198911334275544,12701.544641255114,12864.589202456358,5,Saturday,9,September,2018,0.5480804869509376,1.3108178621072617,2956.18261024214,10279.793559089901,224.72660172353338,215.29266027343067,0.9815470018099725,0.9691069698983474,-4.061178920432212,-0.0003256439658456678,0.005237803055026004,-0.001416875653645601,0,0.014092470089199,0,0,0,0.4453429670042847,-84.15484130377807,-0.006750119565466442,68.02722846179483,1.7156020281521263,3,630,0,1,0,0,0,0,0
2018-09-23,12383.008219675705,326.9113832584915,274.5179046890715,52.39347856942004,52.39347856942004,0.022168918878119,0.0192283097097297,0.0198775212374825,12680.629281668103,12857.244987624948,6,Sunday,9,September,2018,0.5443808781325198,1.301969684809489,2872.0277689383656,10363.948400393676,224.18180276895222,220.31935022767635,0.9765294722066626,0.9631152110420471,-20.32434718983677,-0.0016386198693189025,0.005211204121292585,0.009999020789909701,0,0.0211706402879094,0,0,0,1.1908563254872673,52.39347856942004,0.004231078397103104,67.68247171951988,1.774433065996593,3,631,0,1,0,0,0,0,0
2018-09-24,12435.401698245125,774.5832711939919,267.5978435968946,506.98542759709727,506.98542759709727,0.0215190349367369,0.0194591226518097,0.0198669098751392,12664.171768576683,12850.25606191082,0,Monday,9,September,2018,0.5466841963057824,1.3074784206165695,2924.4212475077857,10311.554921824256,223.43145631109684,223.62577234305883,0.981935646916982,0.9677162570405614,115.25931317004324,0.00935535560933709,0.0051519034110025196,-0.0006498839413821011,0,0.0211605647694979,0,0,0,2.89457964527103,506.98542759709727,0.04076952557701797,66.98099475134129,1.5578730427375607,3,632,0,1,0,0,0,0,0
2018-09-25,12942.38712584222,387.8051622903098,322.68318229782466,65.12197999248514,65.12197999248514,0.0249322771108831,0.0194486322207993,0.0198819027693487,12667.374739186282,12848.362579294111,1,Tuesday,9,September,2018,0.5689722516296224,1.3607836955272956,3431.4066751048813,9804.56949422716,226.79573841113412,222.0939952561464,1.0217102905944033,1.0073180178382914,588.9479022465912,0.04767481278587371,0.005140018325722698,0.0034132421741462013,0,0.0212712661595918,0,0,0,1.2018139883484227,65.12197999248514,0.005031682282355416,66.91591179114545,1.5594507418655204,3,633,0,1,0,0,0,0,0
2018-09-26,13007.509105834704,392.1497226615096,313.717582935001,78.43213972650858,78.43213972650858,0.0241181905299822,0.0194186019603148,0.0198860259684874,12670.095045755015,12846.023065027111,2,Wednesday,9,September,2018,0.571835139227299,1.3676307267381984,3496.528655097365,9739.447514234676,230.46332821550868,219.24656358245923,1.0266307441941989,1.0125708976225671,510.8520681438131,0.04087909803422174,0.005108888436850004,-0.0008140865809008989,0,0.0211153401596655,0,0,0,1.2500087466973724,78.43213972650858,0.006029758587009309,66.5561578097837,1.561263252248484,3,634,0,1,0,0,0,0,0
2018-09-27,13085.941245561213,522.7582964466035,339.74186066747245,183.01643577913103,183.01643577913103,0.0259623556526905,0.0194597746541306,0.0199780348889849,12672.589378480943,12843.383072802608,3,Thursday,9,September,2018,0.5752831670684084,1.3758772098566057,3574.9607948238736,9661.015374508168,234.64840712152264,214.8178345293145,1.032617790629449,1.0188858473957887,589.461180546532,0.0471701773203157,0.005157887837591973,0.0018441651227082967,1,0.0209970468567258,0,0,0,1.5386926280428574,183.01643577913103,0.013985729596731203,67.33547554382284,1.5328577043412017,3,635,0,1,0,0,0,0,0
2018-09-28,13268.957681340344,144.65625237602896,251.73290493123784,-107.07665255520888,-107.07665255520888,0.0189715658891007,0.0192400175017479,0.0199037447868445,12680.654475911451,12843.04078030719,4,Friday,9,September,2018,0.5833289218845783,1.3951198564719651,3757.9772306030045,9477.998938729037,250.8488960745563,214.10582617471118,1.0463937572422977,1.0331632444620305,733.8730450156017,0.05854551973976707,0.005027630421109692,-0.0069907897635898,0,0.0157682024092513,0,0,0,0.5746418109922601,-107.07665255520888,-0.008069710909228908,65.3628702190425,1.4971061931853182,3,636,0,1,0,0,0,0,0
2018-09-29,13161.881028785136,169.2924459248526,249.4800367407933,-80.18759081594072,-80.18759081594072,0.0189547402985316,0.0193297054370352,0.019788015156942,12681.580109779008,12844.079934469592,5,Saturday,9,September,2018,0.5786216261199777,1.3838616425465116,3650.9005780477964,9585.075591284245,252.62480321059516,215.43451199659182,1.03787390174161,1.0247430019072572,694.7179678056564,0.05572382140248311,0.004996615942925184,-1.682559056909866e-05,0,0.0149213301612645,0,0,0,0.6785811327290502,-80.18759081594072,-0.006092411156169079,65.10910937757993,1.5107756055023063,3,637,0,1,0,0,0,0,0
2018-09-30,13081.693437969196,404.3327869173462,460.30849633865137,-55.97570942130517,-55.97570942130517,0.0351872254552778,0.0196924651589115,0.0198924880296799,12682.488301902344,12844.234669399846,6,Sunday,9,September,2018,0.5750964252698036,1.375430588436867,3570.7129872318565,9665.263182100185,254.05641208185088,215.60191585290036,1.0314768779252075,1.0184875763080747,698.6852182934908,0.056422898693011536,0.005713819110298025,0.016232485156746197,1,0.0221517166634711,0,0,0,0.8783952287073937,-55.97570942130517,-0.004278934503910439,75.02557070651115,1.5690653233414853,3,638,0,1,0,0,0,0,0
2018-10-01,13025.71772854789,328.9078579614301,360.21243128673603,-31.30457332530591,-31.30457332530591,0.0276539411334912,0.0200689820704329,0.0199422328512773,12688.547306138931,12843.88633009452,0,Monday,10,October,2018,0.5726356253326411,1.3695452110342705,3514.737277810551,9721.23889152149,260.13465631131237,215.2792700194677,1.0265728151752904,1.0141570389039742,590.3160303027653,0.04747060405664816,0.00585691610303499,-0.007533284321786599,1,0.0218685327752306,0,0,0,0.9130941338879366,-31.30457332530591,-0.002403289705618068,77.22582774445291,1.643873230673133,4,639,0,1,0,0,0,0,0
2018-10-02,12994.413155222584,294.552127177473,332.1433908004859,-37.591263623012935,-37.591263623012935,0.0255604764011212,0.0200197573395354,0.0199699514772169,12697.56892730744,12843.242980377006,1,Tuesday,10,October,2018,0.571259416029209,1.3662537971272133,3483.4327044852453,9752.543464846796,266.02457230478933,214.7352255968174,1.0233780363481035,1.0117704052688676,52.02602938036398,0.0040198171229544055,0.005802282613021675,-0.0020934647323699977,0,0.0216009903457011,0,0,0,0.8868221838392879,-37.591263623012935,-0.0028928788991063156,76.78471601959188,1.640502043806585,4,640,0,1,0,0,0,0,0
2018-10-03,12956.821891599571,281.48728296666,288.22339167144185,-6.736108704781827,-6.736108704781827,0.0222449142299554,0.0199382111446518,0.0199711871096164,12703.932925212624,12842.011446917,2,Wednesday,10,October,2018,0.5696068317186623,1.36230139034668,3445.841440862232,9790.13472846981,269.97003676940403,213.7492765261055,1.0199063524560221,1.008940222889315,-50.68721423513307,-0.0038967656161313924,0.005751331301074548,-0.0033155621711658013,0,0.021320826836373,0,0,0,0.9766288618501144,-6.736108704781827,-0.0005198889636006432,76.20989195082463,1.636509235964241,4,641,0,1,0,0,0,0,0
2018-10-04,12950.08578289479,322.0647922831527,308.25412293880197,13.810669344350742,13.810669344350742,0.0238032495001663,0.0199052881341802,0.0200592794169319,12710.16105473932,12840.454676811309,3,Thursday,10,October,2018,0.5693106994132603,1.361593144888741,3439.105332157451,9796.87083717459,273.51736937358703,212.42753842926342,1.0188766080242555,1.008537945800429,-135.85546266642268,-0.010381787608323978,0.0057253627155585875,0.0015583352702108998,0,0.0210618106861811,0,0,0,1.0448028698292304,13.810669344350742,0.0010664538888686484,75.99376664191759,1.6367872477746606,4,642,0,1,0,0,0,0,0
2018-10-05,12963.89645223914,97.4144903293772,202.75555097559536,-105.3410606462182,-105.3410606462182,0.0156400162345152,0.0196654338245294,0.0200765516542452,12716.783300751043,12840.246394498128,4,Friday,10,October,2018,0.569917843022624,1.3630452211931645,3452.9160015018006,9783.060167830241,277.2758075602173,212.29570829803535,1.0194320486276984,1.00962988200865,-305.06122910120393,-0.022990594772202888,0.005749042546272149,-0.0081632332656511,0,0.0157083550047393,0,0,0,0.4804528895048722,-105.34106064621815,-0.00812572524273931,76.1999272037716,1.5692854775099936,4,643,0,1,0,0,0,0,0
2018-10-06,12858.55539159292,93.36431581698416,183.12993320411897,-89.7656173871348,-89.7656173871348,0.0142418745828828,0.0193757143385508,0.0199689818881184,12719.610782502255,12840.009647170991,5,Saturday,10,October,2018,0.5652868472192875,1.3519694902323198,3347.5749408555803,9888.401228476461,278.30712276860555,212.26291090952682,1.0109236525760523,1.00144437153332,-303.32563719221616,-0.023045766522949207,0.005797472991683344,-0.0013981416516323994,0,0.0144020766134646,0,0,0,0.5098255330706591,-89.76561738713481,-0.00698100328173915,76.74009080442694,1.5046553613208467,4,644,0,1,0,0,0,0,0
2018-10-07,12768.789774205788,318.21155886350516,294.99921523442737,23.212343629077793,23.212343629077793,0.0231031460656008,0.0196610016468659,0.0199784590205923,12719.139916453792,12838.913280257497,6,Sunday,10,October,2018,0.5613405778837258,1.3425313867841973,3257.8093234684493,9978.166845863592,278.2082564704738,212.37431897418324,1.0039035546489876,0.994538205491306,-312.90366376340717,-0.023919201688002767,0.005762009373366848,0.008861271482718001,0,0.0215317494809102,0,0,0,1.0786861199296127,23.212343629077793,0.0018178969220692324,76.32365232690412,1.5697760135133254,4,645,0,1,0,0,0,0,0
2018-10-08,12792.002117834863,244.837281080267,284.9898739414004,-40.1525928611334,-40.1525928611334,0.0222787544370448,0.0200024275304895,0.0199978499813655,12722.46901680505,12838.463869751764,0,Monday,10,October,2018,0.5623610371924931,1.3449719704600132,3281.021667097524,9954.954502234517,278.471320530761,212.43093959877845,1.00546537790251,0.9963810505378009,-233.71561071302676,-0.017942628236200964,0.005595676602294128,-0.0008243916285559996,0,0.0216366622741824,0,0,0,0.8591087033871612,-40.1525928611334,-0.0031388825995542838,74.25984512283327,1.6052824809273676,4,646,0,1,0,0,0,0,0
2018-10-09,12751.849524973732,244.42149035030764,280.68635434080807,-36.26486399050043,-36.26486399050043,0.0220114230324864,0.0203056439523289,0.0200108768884173,12724.871073120092,12837.889112116973,1,Tuesday,10,October,2018,0.5605958519181823,1.3407502613450482,3240.8690742363924,9995.10709509565,278.4012515562545,212.59630294624054,1.0021201355753324,0.9932979957692551,-242.56363024885286,-0.018666762965849237,0.005442747605958432,-0.0002673314045583998,0,0.0217896937815994,0,0,0,0.870799333741505,-36.26486399050043,-0.0028438905210948317,72.34091452299884,1.6760524758368995,4,647,0,1,0,0,0,0,0
2018-10-10,12715.58466098323,242.3958018800466,268.9974163300526,-26.601614450005997,-26.601614450005997,0.0211549388802742,0.0205776399224214,0.0200293357912782,12728.85634675926,12837.387876716804,2,Wednesday,10,October,2018,0.559001578688747,1.3369373143856533,3204.6042102458905,10031.371959086151,277.34699279774236,212.8333921806679,0.9989573544225433,0.9905118380075989,-241.23723061634155,-0.01861854956675335,0.005265825901190444,-0.0008564841522122023,0,0.021937590106483,0,0,0,0.9011082901355211,-26.601614450005997,-0.0020920480779488618,70.07301352252381,1.7566752651221764,4,648,0,1,0,0,0,0,0
2018-10-11,12688.983046533223,228.1747928647056,262.9152934664275,-34.74050060172189,-34.74050060172189,0.0207199656979807,0.0205023008336159,0.0201150502688307,12734.929899188855,12835.26762447172,3,Thursday,10,October,2018,0.5578321205104809,1.3341403772467548,3178.002595795884,10057.973573536157,274.294269796946,213.35592531381138,0.9963920608107503,0.9886029195324614,-261.1027363615667,-0.02016223990627508,0.005246400173886888,-0.00043497318229349796,0,0.0216149503817782,0,0,0,0.8678642838015126,-34.74050060172189,-0.0027378475071107764,69.91612641397059,1.737170992432658,4,649,0,1,0,0,0,0,0
2018-10-12,12654.242545931502,74.05890678156902,163.5524820177003,-89.49357523613128,-89.49357523613128,0.012924715282171,0.020228920220179,0.020119218434085,12737.643936838916,12833.820049789509,4,Friday,10,October,2018,0.5563048612299549,1.330487704340774,3143.2620951941626,10092.714074137879,273.0348819222101,214.1445858661464,0.9934523691099414,0.9860074784311043,-309.65390630763795,-0.02388586698825057,0.005423465158126058,-0.007795250415809701,0,0.0161911565140474,0,0,0,0.45281432521185505,-89.49357523613128,-0.007072219053119429,72.16848780193355,1.6585675792293562,4,650,0,1,0,0,0,0,0
2018-10-13,12564.748970695371,72.28078611645563,152.91669122382294,-80.63590510736731,-80.63590510736731,0.0121702941762281,0.0199277395939935,0.0200125222317485,12738.235096390164,12832.365027358388,5,Saturday,10,October,2018,0.5523705513910215,1.321078203848194,3053.768519958032,10182.20764937401,272.62680303529373,215.53396609269234,0.9863806779838789,0.9791452272365644,-293.8064208975484,-0.022849100225492136,0.0056148549644710255,-0.0007544211059429002,0,0.0148793172559536,0,0,0,0.47268081422621694,-80.63590510736731,-0.00641762961563606,74.6647610162977,1.5794309048643704,4,651,0,1,0,0,0,0,0
2018-10-14,12484.113065588004,278.5767969538171,273.07912926061425,5.497667693202857,5.497667693202857,0.0218741313720833,0.0202248383086127,0.020033357000508,12736.003562251406,12829.991171097316,6,Sunday,10,October,2018,0.5488256417816093,1.3126000132426066,2973.132614850665,10262.843554481376,274.4794191771683,218.1932717334311,0.9802221713089037,0.9730414385406214,-284.67670861778424,-0.02229472907392205,0.005467391140526993,0.0097038371958552,0,0.0220277146143154,0,0,0,1.02013214158141,5.497667693202857,0.0004403731097531449,72.67316772520635,1.6533415266867388,4,652,0,1,0,0,0,0,0
2018-10-15,12489.610733281208,233.37711104681625,252.67219555011644,-19.29508450330019,-19.29508450330019,0.0202305901237432,0.0205565927176009,0.0200494849385582,12736.616445364116,12827.873564615626,0,Monday,10,October,2018,0.549067329836193,1.3131780469923005,2978.630282543869,10257.345886788173,273.8876980313823,220.57523117570108,0.9806066459532262,0.973630638809266,-302.39138455365537,-0.023639097442929247,0.005134858502205038,-0.0016435412483401003,0,0.0221101652263733,0,0,0,0.9236359012067353,-19.29508450330019,-0.0015448907828555744,68.4192146673943,1.7395640537693262,4,653,0,1,0,0,0,0,0
2018-10-16,12470.315648777909,346.6918725143713,234.39422472107475,112.29764779329656,112.29764779329656,0.0187961741565094,0.0207680034496006,0.0200287371849793,12738.849214761196,12821.878937758293,1,Tuesday,10,October,2018,0.5482190807791619,1.3111493303312538,2959.3351980405696,10276.640971291472,271.3381956204916,222.89363789624875,0.9789201079739508,0.9725809851514751,-281.5338761958228,-0.022077885693714938,0.004915633813703877,-0.001434415967233798,0,0.0221646378688085,0,0,0,1.4790973323977112,112.29764779329656,0.009005196897666478,65.5680035857565,1.8461274742203104,4,654,0,1,0,0,0,0,0
2018-10-17,12582.613296571206,232.30170828278315,233.57684763357423,-1.2751393507911075,-1.2751393507911075,0.0185634607158454,0.0206901614911056,0.0200080858843823,12747.598245144398,12817.33827685438,2,Wednesday,10,October,2018,0.553155901544636,1.3229564882131304,3071.6328458338667,10164.343323498175,261.42223493292454,223.5655462626387,0.9870575660292686,0.9816869169547439,-132.97136441202383,-0.010457353551349913,0.004931955472832778,-0.0002327134406640008,0,0.0219817385587068,0,0,0,0.9945408144526744,-1.275139350791079,-0.00010134137644828978,65.80820587838873,1.831090185141035,4,655,0,1,0,0,0,0,0
2018-10-18,12581.338157220414,241.6395374571325,237.1053441844129,4.534193272719591,4.534193272719591,0.0188457969431763,0.0206435831848896,0.0200669067869745,12755.194876265226,12812.79356700729,3,Thursday,10,October,2018,0.553099843964183,1.3228224179816337,3070.357706483075,10165.618462848966,252.74054987886524,224.16532314875218,0.9863697324320522,0.9819356014302089,-107.64488931280903,-0.008483334631156136,0.004942908994425974,0.00028233622733089825,0,0.0217094786270894,0,0,0,1.0191231171457402,4.534193272719591,0.0003603903826491956,65.94714115461737,1.8179152948948407,4,656,0,1,0,0,0,0,0
2018-10-19,12585.872350493137,70.70353476885457,165.0901868731574,-94.38665210430284,-94.38665210430284,0.0131171032309642,0.0204048573713061,0.0200698359957097,12758.1687200253,12809.443487704948,4,Friday,10,October,2018,0.5532991758285926,1.3232991504590272,3074.8918997557976,10161.084269576244,250.10472099095475,225.28828730284178,0.9864952115532282,0.9825463817045288,-68.37019543836504,-0.005402946497208294,0.0051305149315647525,-0.005728693712212098,0,0.0163518692438113,0,0,0,0.4282721832714244,-94.38665210430283,-0.007499412792042547,68.35631104387008,1.7258625525507445,4,657,0,1,0,0,0,0,0
2018-10-20,12491.485698388831,64.32219306187086,148.1328439147484,-83.81065085287754,-83.81065085287754,0.0118587050004672,0.0201454883926031,0.0199581102291314,12758.00224113777,12805.835823865733,5,Saturday,10,October,2018,0.549149756911557,1.3133751838823755,2980.505247651492,10255.47092168055,250.28651325535915,227.7653722862279,0.9791098529603981,0.9754525881949025,-73.26327230653987,-0.005830858418055973,0.005361987925064681,-0.0012583982304970008,0,0.0150872430185539,0,0,0,0.43421965961099607,-83.81065085287754,-0.006709422151737127,71.35778513074735,1.6330509040970949,4,658,0,1,0,0,0,0,0
2018-10-21,12407.675047535951,300.7585724063522,261.7464341815816,39.01213822477058,39.01213822477058,0.0210955262108965,0.0203957801415712,0.0199659314706686,12753.755254844811,12801.260468005894,6,Sunday,10,October,2018,0.5454652793679133,1.304563195330093,2896.694596798612,10339.28157253343,255.23164597272165,231.59246422760057,0.9728644465576213,0.9692541666929105,-76.43801805205294,-0.006122823275507727,0.005218610516437357,0.009236821210429302,0,0.0221767211192281,0,0,0,1.1490455384683738,39.01213822477058,0.003144194063376767,69.42504470028518,1.7025435576001977,4,659,0,1,0,0,0,0,0
2018-10-22,12446.687185760724,233.49975835975215,243.4196791086368,-9.919920748884635,-9.919920748884635,0.0195569853629095,0.0206420163840612,0.0199493321603394,12753.072725670854,12796.988433195742,0,Monday,10,October,2018,0.5471803280610802,1.3086649951841498,2935.7067350233847,10300.269434308657,256.0505296412034,234.5616584167797,0.9759755514219407,0.9726262745907993,-42.923547520484135,-0.0034367402185006,0.004986196285253737,-0.0015385408479870015,0,0.0221768326960909,0,0,0,0.9592476631913665,-9.919920748884664,-0.0007969928544708078,66.41494172344508,1.7887106848786187,4,660,0,1,0,0,0,0,0
2018-10-23,12436.76726501184,284.54609894380013,237.89383135397608,46.65226758982405,46.65226758982405,0.0191282691301331,0.0205406613924616,0.0199151486709592,12754.864693848724,12790.75278338454,1,Tuesday,10,October,2018,0.5467442292495086,1.3076219985340922,2925.786814274501,10310.18935505754,253.54720770420957,236.60924412421517,0.9750606975085913,0.9723248878023399,-33.54838376606858,-0.0026902593896536153,0.004984992176350579,-0.00042871623277640145,0,0.0218588133920658,0,0,0,1.1961054110747724,46.65226758982405,0.0037511570809136336,66.54683057997512,1.7840395546724417,4,661,0,1,0,0,0,0,0
2018-10-24,12483.419532601663,807.8056634197762,249.37281700700856,558.4328464127677,558.4328464127677,0.0199763227019445,0.0204892376513019,0.0198837264715049,12756.465288327276,12784.076498141005,2,Wednesday,10,October,2018,0.5487951527365065,1.3125270940530516,2972.439081864324,10263.537087467717,251.60508344374767,236.7108665427506,0.9785955004341633,0.9764819175180107,-99.19376396954249,-0.007883399229679289,0.004982508003975954,0.0008480535718114017,0,0.0216670356015596,0,0,0,3.2393493128686637,558.4328464127677,0.04473396451624221,66.58222764600328,1.7441702237006345,4,662,0,1,0,0,0,0,0
2018-10-25,13041.852379014432,429.7643895230269,319.5126442789887,110.2517452440382,110.2517452440382,0.0244990232210506,0.0204747958549741,0.0199687905084381,12759.78079676635,12782.484714147602,3,Thursday,10,October,2018,0.5733449356257071,1.3712416345050276,3530.8719282770926,9705.104241054949,254.77491799943738,234.45469111816837,1.0221063031364588,1.0202908644654793,460.51422179401743,0.03660296035598787,0.004969797463410713,0.004522700519106099,0,0.0217767481738932,0,0,0,1.3450622290483432,110.2517452440382,0.008453687562162844,66.48491657190321,1.7379056157107469,4,663,0,1,0,0,0,0,0
2018-10-26,13152.10412425847,134.15042706004323,254.78787550118992,-120.63744844114667,-120.63744844114667,0.0193724040726871,0.0203166029730643,0.0200147127311027,12764.600630713809,12782.909237252972,4,Friday,10,October,2018,0.5781918145768352,1.3828336828553625,3641.1236735211314,9594.85249581091,260.9167432679585,235.0952317277907,1.0303576668597263,1.028881914136538,566.2317737653339,0.044989473752540254,0.00492515678461996,-0.005126619148363501,0,0.0165795861081709,0,0,0,0.5265180958715467,-120.63744844114669,-0.009172482767881702,65.76552297650801,1.6823657277982302,4,664,0,1,0,0,0,0,0
2018-10-27,13031.466675817324,131.741865027417,220.1438780385643,-88.40201301114732,-88.40201301114732,0.0168932541144496,0.0200142995884563,0.0199142961639941,12762.784811722348,12783.232669957186,5,Saturday,10,October,2018,0.572888360121099,1.3701496647285254,3520.486225079985,9715.489944252056,258.7841358412228,235.42032917870407,1.0210519779232037,1.0194187192136095,539.9809774284931,0.04322792263998987,0.0048443393387414555,-0.0024791499582374997,0,0.0152498260521579,0,0,0,0.5984352878726827,-88.40201301114732,-0.0067837347253625856,64.36632048166656,1.6715787443059493,4,665,0,1,0,0,0,0,0
2018-10-28,12943.064662806177,367.4206586078732,333.89856731550833,33.52209129236485,33.52209129236485,0.0257974889266384,0.0202418303563742,0.0199179614566621,12751.921711104542,12781.705064521288,6,Sunday,10,October,2018,0.5690020374587894,1.3608549328689625,3432.0842120688376,9803.891957263204,243.1727980794637,233.91062941228876,1.0149893448244107,1.0126242623711277,535.3896152702255,0.043149874027088586,0.004952762945657543,0.0089042348121888,1,0.0223111852632352,0,0,0,1.1003960321299884,33.52209129236485,0.0025899655271518166,65.91355035837626,1.7177522106094023,4,666,0,1,0,0,0,0,0
2018-10-29,12976.586754098542,377.4626032522067,323.79702084856785,53.66558240363884,53.66558240363884,0.0249524028917927,0.0204417524428162,0.019821971442123,12745.745235281654,12779.735908238792,0,Monday,10,October,2018,0.5704757331206869,1.3643795002325476,3465.6063033612027,9770.369865970839,234.6031539775867,231.4761968804197,1.0181112610173544,1.0154033578841677,529.899568337818,0.042573542696890065,0.005019615971900825,-0.0008450860348456976,0,0.0222509484497237,0,0,0,1.165738345161418,53.66558240363884,0.004135569963086713,66.94689783090551,1.7548088879267005,4,667,0,1,0,0,0,0,0
2018-10-30,13030.25233650218,399.3960164445128,328.45521572426355,70.94080072024929,70.94080072024929,0.0252071262506673,0.0201090824693292,0.0198250933283918,12744.03053189942,12779.37704043,1,Tuesday,10,October,2018,0.5728349754272507,1.3700219871119605,3519.2718857648415,9716.7042835672,232.23913399145673,231.057468321672,1.0224592842810853,1.0196312617804835,593.4850714903405,0.04772020404048094,0.004285740287258234,0.00025472335887459854,0,0.0216916281480077,0,0,0,1.215983176165495,70.94080072024923,0.005444315189623753,57.00736550257305,1.7556470080984008,4,668,0,1,0,0,0,0,0
